order_id,customer_id,product_id,carrier_id,order_date,required_date,shipped_date,status,quantity,total_amount,days_delayed
1338,69,45,3,2022-11-05,2022-11-30,2022-12-17,DELAYED,52,21062.08,17
1339,21,38,5,2023-02-23,2023-03-07,,cancelled,73,,
1340,81,29,1,2024-06-29,2024-07-25,2024-08-16,Deliverd,35,13846.7,22
1341,71,32,4,2024-06-15,2024-07-06,,CANCELLED,3,856.77,
1342,15,33,5,2023-08-06,2023-08-21,2023-08-23,Deliverd,39,14004.12,2
1343,34,35,5,2024-12-28,,2025-01-17,delayed,4,882.92,14
1344,6,9,4,2022-01-21,2022-02-03,2022-02-01,,59,14745.28,0
1345,1,50,1,2023-06-02,2023-06-16,,Canceled,29,9427.03,
1346,77,16,5,2023-09-17,2023-10-11,,Cancelled,80,6410.4,
1347,28,4,1,2022-01-30,2022-02-06,2022-02-22,Deleyed,1,433.81,16
1348,34,7,3,2023-12-30,2024-01-22,2024-01-22,Deliverd,72,11016.72,0
1349,93,49,5,2023-08-26,2023-09-11,2023-09-17,Deleyed,62,5264.42,6
1350,33,18,2,2022-03-05,2022-03-11,2022-03-09,Delivered,38,6022.24,0
1351,49,20,2,2024-05-14,2024-06-03,2024-06-19,Delayed,5,1571.2,16
1352,2,8,2,2024-09-05,2024-09-12,2024-09-17,DELIVERED,,33802.86,5
1353,56,15,5,2024-09-10,2024-09-25,2024-09-25,delivered,77,6262.41,0
1354,77,11,1,2022-06-17,2022-06-24,2022-06-24,Deliverd,90,6467.4,0
1355,64,41,2,2022-05-20,2022-06-14,2022-06-26,delayed,60,6925.2,12
1356,18,44,2,2023-10-20,2023-11-09,2023-11-11,Deliverd,45,173700.0,2
1357,77,24,1,2022-06-22,2022-07-09,2022-07-07,DELIVERED,40,18829.6,0
1358,46,30,1,2023-03-16,2023-03-30,2023-04-01,Deliverd,16,7902.24,2
1359,16,15,1,2023-02-21,2023-02-25,2023-02-27,Delivered,25,2033.25,2
1360,46,36,2,2023-01-09,2023-01-25,2023-01-27,Deliverd,9,3118.86,2
1361,85,27,3,2023-01-12,2023-01-25,2023-01-23,delivered,42,1093.26,0
1362,25,23,1,2022-07-27,2022-08-15,,CANCELLED,55,19025.6,
1363,51,15,3,2022-11-29,2022-12-20,2022-12-27,DELAYED,27,2195.91,7
1364,4,37,5,2023-12-01,2023-12-05,,cancelled,75,21391.5,
1365,67,27,5,2023-04-25,2023-05-24,2023-05-22,DELIVERED,85,2212.55,0
1366,75,47,5,2024-11-24,2024-12-06,,cancelled,59,13185.32,
1367,15,34,2,2023-12-15,2024-01-11,,Canceled,95,25647.15,
1368,60,29,,2022-06-01,2022-06-30,2022-07-02,DELIVERED,11,4351.82,2
1369,67,49,4,2022-07-22,2022-08-19,2022-08-25,Delivered,21,1783.11,6
1370,69,49,3,2023-03-06,2023-03-25,,Canceled,56,4754.96,
1371,14,41,5,2022-06-13,2022-06-24,2022-06-22,DELIVERED,22,2539.24,0
1372,69,48,3,2024-05-16,2024-06-06,2024-06-06,Deliverd,,16892.2,0
1373,75,37,1,2023-10-15,2023-10-24,2023-10-24,delivered,31,8841.82,0
1374,68,4,5,2023-10-08,2023-10-22,2023-10-23,Delivered,89,38609.09,1
1375,90,5,4,2023-11-03,2023-11-07,2023-11-08,delivered,44,4828.56,1
1376,46,16,5,2022-06-11,2022-06-20,2022-06-22,Delivered,27,2163.51,2
1377,43,6,2,2024-05-31,2024-06-05,2024-06-13,delivered,84,23512.44,8
1378,79,26,2,2022-08-25,2022-08-31,2022-09-14,delayed,87,,14
1379,49,50,4,2022-11-21,2022-12-11,,Canceled,84,27305.88,
1380,90,7,1,2023-06-07,2023-06-18,2023-06-21,delivered,80,12240.8,3
1381,72,13,1,2023-09-06,2023-09-22,2023-09-22,,86,27273.18,0
1382,34,17,1,2024-05-14,2024-05-21,,Canceled,82,38799.94,
1383,1,41,5,2024-04-23,2024-05-14,2024-05-15,DELIVERED,89,10272.38,1
1384,18,48,5,2023-10-18,2023-11-14,2023-11-13,DELIVERED,,15332.92,0
1385,76,20,2,2022-09-03,2022-10-01,2022-10-02,Delivered,27,8484.48,1
1386,58,49,,2024-01-06,2024-01-25,2024-01-31,delivered,61,5179.51,6
1387,51,35,2,2022-08-19,2022-09-02,2022-09-03,delivered,17,3752.41,1
1388,18,29,,2022-12-15,2023-01-14,2023-01-18,,60,23737.2,4
1389,48,11,2,2023-07-12,2023-07-18,,Cancelled,35,2515.1,
1390,94,2,4,2022-07-22,2022-08-14,2022-08-14,Deliverd,76,17228.44,0
1391,2,12,2,2023-02-24,2023-03-04,2023-03-05,delivered,38,18440.64,1
1392,28,45,1,2022-04-16,,2022-04-22,Deliverd,49,19846.96,2
1393,18,27,4,2022-11-07,2022-12-04,2022-12-04,Deliverd,93,,0
1394,13,2,3,2024-08-10,2024-08-28,,Cancelled,8,1813.52,
1395,70,7,1,2022-07-03,2022-07-12,2022-07-14,Deliverd,27,4131.27,2
1396,15,48,3,2023-01-16,2023-01-22,2023-01-28,delivered,53,13773.64,6
1397,39,15,2,2022-01-13,2022-01-30,2022-01-31,delivered,98,7970.34,1
1398,86,10,1,2022-02-01,2022-02-08,2022-02-10,DELIVERED,94,27276.92,2
1399,24,14,1,2023-01-05,2023-01-20,,cancelled,87,42576.93,
1400,18,2,5,2022-06-11,2022-07-04,2022-07-18,DELAYED,87,19722.03,14
1401,22,38,5,2022-09-27,2022-10-03,2022-10-01,Deliverd,12,729.12,0
1402,17,44,5,2024-04-27,2024-05-08,2024-05-26,Delayed,54,208440.0,18
1403,15,6,5,2024-07-23,2024-08-03,2024-08-02,delivered,73,20433.43,0
1404,70,15,3,2024-12-19,2025-01-17,2025-01-16,Deliverd,36,2927.88,0
1405,56,21,4,2023-04-04,2023-04-25,,Cancelled,36,1950.12,
1406,28,14,,2024-10-03,,2024-11-08,Deliverd,98,47960.22,12
1407,74,34,1,2024-04-05,2024-04-22,2024-04-24,Delivered,67,18087.99,2
1408,26,44,2,2022-02-17,2022-03-10,2022-03-09,Deliverd,64,247040.0,0
1409,62,36,1,2023-11-21,2023-12-03,,Cancelled,55,19059.7,
1410,13,29,2,2024-11-20,2024-12-01,2024-11-29,Delivered,11,4351.82,0
1411,40,49,2,2023-06-15,,,cancelled,74,6283.34,
1412,74,21,4,2023-02-21,2023-03-06,2023-03-07,DELIVERED,49,2654.33,1
1413,70,46,2,2022-04-20,2022-04-26,2022-04-26,delivered,99,15034.14,0
1414,65,34,1,2023-08-15,2023-08-18,2023-08-25,DELIVERED,45,12148.65,7
1415,2,30,3,2024-01-05,2024-01-28,2024-01-27,Delivered,3,1481.67,0
1416,9,44,1,2023-11-11,2023-11-17,,cancelled,,208440.0,
1417,55,4,2,2024-03-25,2024-03-31,2024-04-02,delivered,34,14749.54,2
1418,12,5,4,2022-03-02,2022-03-07,2022-03-06,DELIVERED,45,,0
1419,40,47,4,2024-05-29,2024-06-14,2024-06-14,Deliverd,6,1340.88,0
1420,64,1,2,2024-02-24,2024-03-24,2024-03-22,delivered,47,226229.8,0
1421,22,27,4,2023-06-16,2023-06-26,2023-06-27,Delivered,69,1796.07,1
1422,91,26,5,2023-01-11,2023-01-26,2023-01-31,Deleyed,54,10823.76,5
1423,35,29,5,2022-06-06,2022-06-28,2022-07-16,Deleyed,66,26110.92,18
1424,62,33,3,2023-03-02,2023-03-16,2023-03-14,delivered,73,26212.84,0
1425,12,8,2,2023-09-22,2023-09-26,2023-10-06,DELIVERED,20,8667.4,10
1426,99,42,3,2023-06-10,2023-07-01,2023-07-02,Deliverd,12,412.56,1
1427,87,15,3,2022-10-28,2022-11-14,2022-11-15,delivered,44,3578.52,1
1428,6,23,1,2024-05-09,2024-05-29,2024-06-09,DELIVERED,13,5331.43,11
1429,68,40,3,2023-01-17,2023-01-27,2023-01-28,delivered,96,34014.72,1
1430,14,45,1,2024-10-31,2024-11-15,2024-11-20,Delivered,26,,5
1431,89,7,2,2022-01-28,2022-02-06,2022-02-11,Deliverd,97,14841.97,5
1432,79,44,3,2022-08-03,2022-08-26,2022-09-04,DELAYED,92,355120.0,9
1433,81,24,3,2024-08-13,2024-09-11,,CANCELLED,2,941.48,
1434,57,34,5,2022-09-02,,2022-09-15,delayed,87,23487.39,10
1435,66,36,1,2023-04-10,2023-04-27,2023-05-09,delivered,89,30842.06,12
1436,63,35,1,2024-02-26,2024-03-08,2024-03-28,Deleyed,26,5738.98,20
1437,5,30,,2022-01-15,2022-01-23,2022-01-25,DELIVERED,65,32102.85,2
1438,78,3,5,2024-03-20,2024-03-28,2024-04-09,DELIVERED,50,8580.0,12
1439,89,28,1,2022-02-10,2022-02-25,2022-03-13,DELAYED,80,8240.8,16
1440,2,25,2,2022-07-03,2022-07-16,2022-07-22,DELIVERED,10,121.6,6
1441,37,37,2,2022-08-19,2022-09-10,,Cancelled,,5133.96,
1442,48,10,1,2024-05-20,2024-06-11,2024-06-15,DELIVERED,13,3772.34,4
1443,12,20,2,2023-08-19,2023-09-03,2023-09-05,Delivered,71,22311.04,2
1444,32,21,1,2023-06-16,2023-07-13,2023-07-15,Delivered,61,3304.37,2
1445,47,32,5,2024-10-06,2024-10-19,2024-10-21,Delivered,65,3786.25,2
1446,56,19,2,2023-04-11,2023-05-07,2023-05-12,DELAYED,38,14872.06,5
1447,65,14,4,2022-10-17,2022-10-21,2022-10-19,DELIVERED,8,3915.12,0
1448,3,15,3,2023-04-16,2023-05-04,2023-05-05,DELIVERED,68,5530.44,1
1449,73,4,4,2023-10-27,2023-11-21,2023-12-01,Deleyed,21,9110.01,10
1450,58,20,5,2024-07-12,2024-07-20,,Cancelled,6,1885.44,
1451,52,47,2,2022-10-22,2022-11-09,2022-11-20,DELIVERED,71,15867.08,11
1452,4,43,4,2024-10-29,2024-11-27,2024-12-03,Deleyed,89,13242.31,6
1453,68,2,3,2023-11-17,2023-12-14,2023-12-15,delivered,88,19948.72,1
1454,41,50,3,2023-11-02,2023-11-24,2023-12-12,DELAYED,2,650.14,18
1455,4,38,1,2024-08-06,2024-08-24,2024-08-23,DELIVERED,91,5529.16,0
1456,23,46,1,2024-04-04,2024-04-30,2024-04-29,Delivered,23,3492.78,0
1457,14,8,5,2024-01-30,2024-02-22,2024-03-11,DELAYED,63,27302.31,18
1458,30,37,4,2023-08-15,2023-08-26,,Cancelled,71,,
1459,35,1,5,2023-01-02,2023-01-10,2023-01-31,Deliverd,13,62574.2,21
1460,25,6,2,2022-05-27,2022-06-13,2022-06-18,DELAYED,52,14555.32,5
1461,15,18,3,2023-02-11,2023-02-20,2023-02-21,DELIVERED,49,14357.49,1
1462,21,17,3,2022-01-11,2022-01-31,2022-02-12,DELIVERED,8,3785.36,12
1463,12,12,4,2023-04-06,2023-04-13,2023-04-23,Deleyed,70,33969.6,10
1464,22,42,4,2024-05-29,2024-06-02,2024-06-11,DELIVERED,43,1478.34,9
1465,39,35,5,2024-02-05,2024-02-08,2024-02-13,Deleyed,56,12360.88,5
1466,99,39,2,2022-02-14,2022-02-22,2022-02-20,DELIVERED,6,,0
1467,23,38,1,2023-06-15,2023-07-05,,Canceled,29,1762.04,
1468,80,4,3,2023-05-17,2023-05-31,2023-05-31,DELIVERED,15,6507.15,0
1469,97,40,2,2022-03-10,2022-03-20,2022-04-03,delayed,25,8858.0,14
1470,69,48,5,2024-05-23,2024-05-30,2024-06-03,delivered,95,24688.6,4
1471,43,29,1,2022-07-05,2022-07-13,,Canceled,100,39562.0,
1472,21,24,5,2024-10-13,,2024-10-29,delivered,36,16946.64,1
1473,58,12,2,2023-02-21,2023-03-10,2023-03-18,Deliverd,51,24749.28,8
1474,14,17,4,2024-05-17,2024-06-16,2024-06-15,Delivered,50,23658.5,0
1475,35,21,3,2023-04-14,2023-04-17,2023-04-16,Delivered,18,975.06,0
1476,14,38,1,2023-12-28,2023-12-31,2023-12-30,Delivered,82,4982.32,0
1477,33,45,3,2024-08-02,2024-08-25,2024-08-27,Delivered,95,38478.8,2
1478,95,38,1,2023-10-21,,,CANCELLED,24,1458.24,
1479,13,28,5,2023-02-11,2023-02-20,2023-03-04,Delivered,46,4738.46,12
1480,25,23,5,2023-08-17,2023-09-02,2023-09-04,DELIVERED,95,25495.15,2
1481,85,31,4,2024-04-08,2024-05-06,2024-05-08,DELIVERED,17,2380.51,2
1482,23,36,2,2023-10-16,2023-11-11,2023-11-13,Delivered,21,7277.34,2
1483,33,38,2,2024-04-10,2024-04-18,2024-04-20,Delivered,98,5954.48,2
1484,90,1,1,2023-07-15,2023-07-20,2023-07-19,Deliverd,78,,0
1485,62,12,2,2023-12-03,2024-01-01,2024-01-15,Delivered,9,4367.52,14
1486,21,12,5,2022-06-22,2022-07-13,2022-07-12,Delivered,18,8735.04,0
1487,42,43,4,2022-04-06,2022-04-22,2022-05-07,Deliverd,5,743.95,15
1488,42,1,1,2022-09-23,2022-10-08,2022-10-10,DELIVERED,74,356191.6,2
1489,83,8,4,2022-10-28,2022-11-27,2022-11-30,DELIVERED,2,866.74,3
1490,59,48,1,2023-02-14,2023-03-11,2023-03-11,Deliverd,26,6756.88,0
1491,36,40,2,2022-03-06,2022-03-22,2022-03-29,Deliverd,6,2125.92,7
1492,23,37,5,2024-06-22,2024-06-25,2024-07-06,delivered,25,7130.5,11
1493,43,18,2,2023-07-02,2023-07-07,2023-07-17,Deleyed,45,9896.4,10
1494,72,25,2,2022-01-23,2022-01-31,2022-02-14,Deliverd,98,7549.92,14
1495,44,15,3,2023-06-30,2023-07-05,2023-07-23,DELIVERED,65,5286.45,18
1496,75,2,5,2023-10-20,2023-11-16,,Cancelled,5,1133.45,
1497,28,17,5,2024-04-20,2024-05-16,2024-05-17,Deliverd,36,17034.12,1
1498,52,49,4,2023-12-21,2024-01-06,2024-01-13,Delivered,30,2547.3,7
1499,8,37,5,2024-11-29,2024-12-13,,Canceled,5,1426.1,
1500,47,19,1,2023-09-23,2023-10-06,2023-10-15,Delivered,31,12132.47,9
1501,62,2,2,2024-06-28,2024-07-09,2024-07-21,Delayed,51,11561.19,12
1502,83,31,4,2022-09-04,2022-09-24,2022-09-23,Delivered,74,10362.22,0
1503,74,25,1,2024-06-01,2024-06-14,2024-06-14,delivered,61,23070.2,0
1504,82,48,1,2024-10-28,,2024-12-11,DELAYED,41,10655.08,17
1505,88,35,1,2024-07-21,,2024-08-03,Deliverd,52,11477.96,9
1506,23,38,2,2024-04-03,2024-04-30,2024-04-28,Delivered,75,4557.0,0
1507,60,50,2,2022-11-24,2022-12-12,2022-12-13,Delivered,30,9752.1,1
1508,92,2,2,2023-06-22,2023-06-30,2023-07-14,delayed,27,6120.63,14
1509,46,8,1,2023-11-01,2023-11-13,,CANCELLED,37,16034.69,
1510,78,24,1,2022-05-11,2022-06-02,2022-06-07,DELIVERED,34,16005.16,5
1511,15,47,4,2023-07-24,2023-08-17,2023-08-18,Delivered,69,15420.12,1
1512,84,7,1,2023-03-31,2023-04-24,2023-04-26,delivered,49,7497.49,2
1513,77,31,1,2022-01-04,2022-01-13,2022-01-19,DELAYED,7,980.21,6
1514,9,34,1,2024-11-16,2024-12-09,,Canceled,82,22137.54,
1515,67,30,1,2023-08-30,2023-09-28,2023-09-29,DELIVERED,19,9383.91,1
1516,93,44,5,2023-07-19,2023-07-24,2023-07-22,Delivered,15,57900.0,0
1517,8,8,5,2022-02-01,2022-02-21,2022-02-19,Deliverd,59,25568.83,0
1518,88,22,3,2023-07-06,2023-07-15,2023-07-19,Delivered,,30677.96,4
1519,20,39,4,2022-10-20,2022-11-01,2022-11-05,,3,890.79,4
1520,38,9,1,2024-07-13,2024-07-28,2024-07-29,DELIVERED,97,24242.24,1
1521,57,45,1,2024-05-20,2024-05-31,,cancelled,69,27947.76,
1522,46,10,5,2023-07-12,2023-08-10,,CANCELLED,16,4642.88,
1523,52,3,4,2024-03-30,2024-04-15,2024-04-22,Deliverd,49,8408.4,7
1524,33,48,2,2023-09-28,2023-10-19,2023-10-29,delayed,7,1819.16,10
1525,75,30,1,2022-01-23,2022-02-07,2022-02-24,DELAYED,73,36053.97,17
1526,42,16,5,2022-11-13,2022-12-04,,CANCELLED,28,2243.64,
1527,33,8,3,2023-01-19,2023-02-02,2023-02-07,DELAYED,32,13867.84,5
1528,11,49,2,2023-02-14,2023-03-08,,Cancelled,77,6538.07,
1529,96,40,2,2022-04-12,2022-05-05,2022-05-22,DELAYED,93,32951.76,17
1530,16,14,,2023-08-06,2023-09-01,,CANCELLED,39,19086.21,
1531,39,43,3,2024-08-20,2024-08-27,2024-08-29,delivered,,7439.5,2
1532,30,15,2,2022-11-06,2022-11-10,,CANCELLED,44,3578.52,
1533,100,9,4,2023-06-19,2023-07-09,,Cancelled,73,18244.16,
1534,53,29,1,2022-09-27,2022-09-30,2022-09-30,Deliverd,79,31253.98,0
1535,21,8,3,2023-08-18,2023-09-17,2023-09-17,delivered,91,39436.67,0
1536,45,5,2,2022-07-18,2022-07-21,2022-07-22,delivered,64,7023.36,1
1537,39,3,4,2022-05-26,2022-06-16,2022-06-15,DELIVERED,25,4290.0,0
1538,100,27,5,2022-01-01,2022-01-28,2022-01-26,Delivered,17,442.51,0
1539,12,50,5,2022-05-27,2022-06-24,2022-06-30,delayed,46,14953.22,6
1540,66,36,,2023-12-22,2024-01-06,2024-01-24,Delivered,46,15940.84,18
1541,86,16,3,2024-07-14,2024-07-25,2024-08-03,Deliverd,,6250.14,9
1542,3,35,1,2023-05-19,2023-06-17,2023-06-22,delivered,36,,5
1543,94,50,2,2023-03-05,2023-03-26,2023-04-12,Deleyed,95,30881.65,17
1544,21,26,2,2022-02-13,2022-03-09,2022-03-14,Deleyed,42,8418.48,5
1545,78,4,2,2023-02-22,2023-03-20,2023-03-21,Delivered,25,10845.25,1
1546,22,3,4,2024-06-03,2024-06-21,2024-06-23,Delivered,77,13213.2,2
1547,69,25,4,2023-08-01,2023-08-31,2023-08-30,Delivered,13,743.08,0
1548,59,3,4,2022-09-02,2022-09-08,,Canceled,38,6520.8,
1549,93,19,3,2024-08-21,2024-09-14,2024-09-14,delivered,62,24264.94,0
1550,94,37,5,2022-05-11,2022-05-23,2022-05-30,Deleyed,44,12549.68,7
1551,2,24,1,2024-04-14,2024-04-22,2024-04-24,,30,14122.2,2
1552,51,22,1,2024-07-07,2024-07-10,2024-07-26,delivered,,3205.16,16
1553,76,40,1,2024-12-23,2025-01-15,2025-01-21,Delivered,70,24802.4,6
1554,21,17,5,2023-05-01,2023-05-24,2023-05-23,Deliverd,44,20819.48,0
1555,92,4,1,2024-01-21,2024-01-31,2024-01-30,Deliverd,80,34704.8,0
1556,37,3,2,2023-08-28,2023-09-21,2023-09-21,DELIVERED,41,7035.6,0
1557,16,41,1,2022-07-05,2022-07-11,,cancelled,72,8310.24,
1558,16,39,2,2023-08-03,2023-08-30,2023-08-31,DELIVERED,88,16877.52,1
1559,4,35,3,2024-04-16,2024-04-22,2024-05-01,delayed,55,12140.15,9
1560,10,24,5,2022-09-26,2022-10-05,2022-10-09,Delivered,4,1882.96,4
1561,45,28,3,2022-07-04,2022-07-20,2022-07-28,DELAYED,7,721.07,8
1562,34,46,1,2023-05-18,2023-06-08,2023-06-10,Delivered,49,7441.14,2
1563,98,48,5,2024-08-15,2024-09-05,2024-09-06,Deliverd,11,2858.68,1
1564,42,16,5,2024-04-08,2024-04-29,2024-04-30,Deliverd,25,2003.25,1
1565,32,35,1,2024-08-17,2024-08-21,2024-09-07,Delivered,34,7504.82,17
1566,18,14,4,2024-06-04,2024-06-22,2024-06-21,Deliverd,88,43066.32,0
1567,84,40,4,2022-10-01,2022-10-14,2022-10-23,Deliverd,76,26928.32,9
1568,6,42,3,2023-04-04,2023-04-30,,Cancelled,19,653.22,
1569,23,15,2,2022-05-14,2022-05-30,,Canceled,98,7970.34,
1570,43,44,1,2024-12-11,2024-12-18,,cancelled,62,239320.0,
1571,78,37,4,2024-03-07,2024-03-11,2024-03-26,delayed,,25384.58,15
1572,58,9,2,2023-08-06,2023-08-16,2023-08-22,Delivered,64,15994.88,6
1573,1,2,4,2022-03-11,2022-03-26,2022-04-09,delayed,57,12921.33,14
1574,37,9,3,2022-12-14,2023-01-05,,CANCELLED,81,20243.52,
1575,55,33,3,2024-10-12,2024-10-23,2024-11-01,Delivered,22,7899.76,9
1576,82,43,5,2022-03-23,2022-04-02,2022-04-13,Deleyed,46,6844.34,11
1577,83,18,4,2022-05-26,2022-06-07,,Canceled,41,12363.96,
1578,77,46,5,2024-09-19,2024-10-15,,CANCELLED,36,5466.96,
1579,38,50,4,2023-10-05,2023-10-08,2023-10-07,delivered,56,18203.92,0
1580,43,43,1,2022-09-25,2022-10-01,2022-10-12,DELIVERED,,2083.06,11
1581,76,9,2,2023-01-09,2023-02-02,2023-02-20,DELAYED,25,6248.0,18
1582,9,45,5,2022-11-27,2022-12-10,2022-12-29,delayed,63,25517.52,19
1583,50,34,4,2024-09-16,2024-09-20,2024-09-22,delivered,7,1889.79,2
1584,87,2,4,2024-03-31,2024-04-12,2024-04-25,Deleyed,97,21988.93,13
1585,57,1,2,2023-01-30,2023-02-23,,Cancelled,80,385072.0,
1586,46,27,1,2022-10-16,2022-11-01,2022-10-31,Deliverd,42,1093.26,0
1587,33,7,3,2024-12-06,2024-12-21,2024-12-21,Delivered,23,3519.23,0
1588,8,19,2,2024-04-29,2024-05-27,,cancelled,88,34440.56,
1589,1,31,5,2023-06-10,2023-07-10,2023-07-12,delivered,38,5321.14,2
1590,6,21,2,2024-05-22,2024-05-25,,Canceled,61,3304.37,
1591,43,3,2,2023-07-03,2023-07-10,2023-07-11,delivered,89,15272.4,1
1592,78,41,4,2022-05-22,2022-05-31,2022-06-08,Deliverd,9,1038.78,8
1593,41,1,5,2023-07-05,2023-07-11,2023-07-13,DELIVERED,39,187722.6,2
1594,3,17,5,2023-09-05,2023-09-24,2023-09-25,Delivered,87,,1
1595,98,23,1,2023-05-29,2023-06-09,2023-06-11,Delivered,68,20687.64,2
1596,61,43,4,2023-04-11,2023-04-17,,cancelled,59,8778.61,
1597,88,48,4,2023-09-25,2023-09-30,,Cancelled,35,9095.8,
1598,36,45,4,2023-10-18,2023-11-15,,Canceled,66,26732.64,
1599,54,11,3,2024-05-29,2024-06-01,2024-06-12,delivered,59,4239.74,11
1600,83,14,5,2022-01-06,2022-01-21,2022-01-31,Delayed,85,41598.15,10
1601,100,10,5,2022-07-04,2022-07-21,,cancelled,38,11026.84,
1602,16,42,2,2022-02-17,2022-03-05,2022-03-06,Delivered,61,2097.18,1
1603,81,46,3,2022-04-26,2022-04-30,2022-05-15,DELAYED,70,10630.2,15
1604,26,21,4,2023-06-16,2023-06-21,2023-07-09,Delayed,41,2220.97,18
1605,78,21,1,2022-05-16,2022-05-30,,cancelled,64,3466.88,
1606,66,17,5,2024-03-10,2024-03-18,2024-03-29,Delayed,71,33595.07,11
1607,86,8,2,2024-03-27,2024-04-01,2024-04-02,DELIVERED,81,35102.97,1
1608,50,34,5,2022-07-24,2022-07-31,,Cancelled,83,22407.51,
1609,7,3,5,2024-09-27,2024-09-30,2024-10-17,Deleyed,16,2745.6,17
1610,32,39,3,2023-04-19,2023-04-29,2023-05-15,Deliverd,59,27225.55,16
1611,2,45,3,2024-11-28,2024-12-26,2025-01-06,Delivered,58,23492.32,11
1612,46,44,4,2023-03-23,2023-03-29,2023-03-27,Deliverd,5,19300.0,0
1613,14,35,5,2024-11-23,2024-12-04,2024-12-04,DELIVERED,27,5959.71,0
1614,57,26,2,2022-07-29,2022-08-25,2022-08-27,Deliverd,69,13830.36,2
1615,7,29,5,2022-03-18,2022-04-08,2022-04-27,DELAYED,69,27297.78,19
1616,30,2,3,2024-11-15,2024-11-27,2024-11-28,Deliverd,98,22215.62,1
1617,98,31,3,2023-03-23,2023-03-30,,Cancelled,28,3920.84,
1618,100,26,5,2022-11-25,2022-12-17,2022-12-18,delivered,72,14431.68,1
1619,49,20,2,2023-09-16,2023-10-09,2023-10-16,Delivered,12,3770.88,7
1620,39,30,1,2023-05-22,2023-06-12,2023-06-29,Deleyed,27,13335.03,17
1621,84,35,3,2023-12-09,2024-01-04,,cancelled,37,8167.01,
1622,22,1,3,2024-05-19,2024-05-24,2024-05-29,Deleyed,21,101081.4,5
1623,91,25,4,2023-08-11,2023-08-17,2023-08-22,delivered,90,40121.1,5
1624,20,50,2,2022-09-21,2022-10-12,2022-10-12,DELIVERED,4,1300.28,0
1625,16,29,4,2024-02-27,2024-03-23,2024-03-22,Deliverd,59,,0
1626,18,12,3,2023-10-04,2023-10-30,2023-11-11,delayed,5,2426.4,12
1627,46,27,2,2022-03-23,,2022-04-07,Deliverd,63,1639.89,10
1628,79,19,3,2023-09-16,2023-09-27,2023-10-05,DELAYED,4,1565.48,8
1629,32,36,1,2024-01-09,2024-01-25,2024-01-26,delivered,50,17327.0,1
1630,49,44,4,2024-02-21,2024-03-14,2024-03-13,Delivered,57,220020.0,0
1631,27,47,1,2023-10-25,2023-10-28,2023-11-03,DELIVERED,93,20783.64,6
1632,61,1,5,2024-03-28,2024-04-15,2024-04-17,Delivered,39,187722.6,2
1633,46,13,5,2022-06-21,2022-07-05,2022-07-19,Deleyed,20,6342.6,14
1634,37,38,1,2023-03-14,2023-03-19,2023-03-27,Deliverd,42,2551.92,8
1635,11,31,5,2024-12-18,2025-01-15,2025-01-13,DELIVERED,32,4480.96,0
1636,71,1,1,2024-09-12,2024-10-02,2024-10-12,Delayed,63,303244.2,10
1637,84,42,4,2024-05-16,2024-05-28,2024-05-29,Deliverd,71,2440.98,1
1638,24,3,4,2022-05-28,2022-06-11,2022-06-10,Deliverd,7,1201.2,0
1639,13,48,3,2023-11-18,2023-12-13,2023-12-15,Deliverd,13,3378.44,2
1640,13,10,5,2023-06-09,2023-06-22,,Canceled,3,870.54,
1641,24,38,2,2022-10-05,2022-11-04,2022-11-02,Deliverd,,1032.92,0
1642,29,20,5,2022-04-05,2022-05-05,2022-05-04,delivered,27,8484.48,0
1643,37,27,3,2022-08-28,2022-09-25,2022-09-27,delivered,87,2264.61,2
1644,35,28,4,2024-06-25,2024-07-11,2024-07-13,DELIVERED,25,2575.25,2
1645,61,12,3,2024-08-27,2024-09-19,2024-09-21,Delivered,80,38822.4,2
1646,21,49,4,2024-04-07,2024-04-21,2024-04-19,Delivered,50,4245.5,0
1647,57,11,3,2023-06-30,2023-07-18,2023-07-19,Deliverd,37,2658.82,1
1648,82,9,4,2023-03-03,2023-03-23,,cancelled,98,24492.16,
1649,44,20,2,2024-03-06,2024-03-24,,CANCELLED,14,4399.36,
1650,28,21,2,2023-02-07,2023-03-05,,cancelled,35,1895.95,
1651,76,37,3,2022-02-23,2022-03-11,2022-03-13,Delivered,61,17398.42,2
1652,32,6,,2024-10-21,2024-10-26,2024-10-28,Deliverd,4,1119.64,2
1653,72,46,5,2022-01-09,2022-01-15,2022-01-16,DELIVERED,3,455.58,1
1654,83,12,4,2023-08-08,2023-08-23,2023-08-23,delivered,42,20381.76,0
1655,39,38,,2024-04-10,2024-04-19,2024-04-20,DELIVERED,81,4921.56,1
1656,12,37,3,2022-08-13,2022-08-21,2022-09-07,Delayed,59,16827.98,17
1657,50,3,1,2023-11-05,2023-11-15,,Cancelled,14,2402.4,
1658,11,49,1,2023-07-12,2023-08-07,,cancelled,97,8236.27,
1659,73,19,1,2024-09-14,2024-10-08,2024-10-26,Delivered,6,2348.22,18
1660,2,7,1,2024-10-07,2024-10-29,2024-10-29,Delivered,52,7956.52,0
1661,5,26,1,2022-11-27,2022-12-01,2022-12-02,Delivered,70,14030.8,1
1662,34,20,3,2023-02-15,2023-02-26,,Canceled,71,22311.04,
1663,8,35,2,2024-09-06,2024-09-27,2024-09-29,Delivered,49,10815.77,2
